Myself,Tasks,Free,Mastery,Competent,Learn,Group,Talk,Care,Satisfied,Meaning,Stay,Ideas,Values,Understands,Encourages,Listens,Network,Friendly,Team,Appreciated,Responsibilities,Work,Impact,Strong,Drained,Frustrated,What year were you born in?,What is your gender?,Team Name,Survey Data,Well-being,Engagement,Autonomy,Belonging,Competence,Needs,Leadership,Management,Returns,Rewards,Status
4,3,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,3,4,4,4,3,3,4,6,5,3,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,3.5,4.2,4.0,4.0,4.5,4.1,4.3,3.5,3.5,3.0,4.0
4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,2,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,4.3,4.2,4.3,4.0,4.0,4.1,4.0,4.0,4.0,4.0,4.0
3,4,4,4,4,5,4,3,4,4,4,4,5,3,4,4,4,4,5,2,4,4,4,4,6,2,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,4.5,4.0,3.7,3.7,4.0,3.8,4.0,4.2,4.5,4.0,4.0
4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,4,5,6,3,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,4.3,5.0,4.0,5.0,5.0,4.6,4.3,4.7,5.0,4.0,5.0
4,4,4,5,4,5,5,2,4,4,4,4,4,4,5,5,5,4,5,1,4,5,5,4,6,1,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,4.8,4.0,4.0,3.7,4.5,4.0,5.0,4.5,4.5,5.0,4.0
2,4,3,4,4,4,4,3,4,4,4,4,4,3,4,2,4,3,4,4,4,4,4,3,4,5,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,3.5,3.8,3.0,3.7,4.0,3.5,3.3,3.7,3.5,4.0,3.5
4,3,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,3,4,5,4,6,4,2,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,3.9,4.0,3.7,4.0,4.5,4.0,4.3,4.0,4.0,4.5,3.5
5,3,5,5,4,5,4,2,3,5,4,5,4,4,5,3,4,3,5,3,4,5,5,5,5,3,2,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,3.9,4.4,4.3,3.0,4.5,3.9,4.0,4.5,4.0,5.0,4.5
4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,5,3,4,4,4,4,7,1,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,5.0,4.0,4.0,3.7,4.0,3.9,3.7,4.0,4.0,4.0,4.0
4,4,5,4,4,4,4,2,4,5,4,4,4,4,4,4,3,2,4,4,4,5,5,4,6,3,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,4.3,4.2,4.3,3.3,4.0,3.9,3.7,4.0,3.0,5.0,4.0
4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,3.0,3.8,3.7,4.0,4.0,3.9,4.0,4.0,4.0,4.0,4.0
4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,2,4,4,4,4,6,3,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,4.3,5.0,4.3,5.0,4.5,4.6,4.7,4.0,4.0,4.0,4.0
4,4,4,4,4,4,5,2,2,4,5,5,4,5,5,4,4,4,5,3,4,4,4,4,5,2,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,4.3,4.6,4.0,3.0,4.0,3.6,4.3,4.0,4.0,4.0,4.0
4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,3,5,5,5,5,4,3,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,3.9,4.4,4.0,4.0,4.0,4.0,5.0,4.7,4.0,5.0,5.0
5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,7,3,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,4.5,4.0,4.3,4.0,4.0,4.1,4.0,4.0,4.0,4.0,4.0
5,4,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,2,5,5,5,5,6,2,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,4.5,4.6,4.7,4.7,5.0,4.8,5.0,5.0,5.0,5.0,5.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,3.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4,3,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,3,4,4,4,5,5,3,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,4.1,4.8,3.7,5.0,4.5,4.4,5.0,4.3,4.5,4.0,4.5
5,4,4,5,5,4,5,5,4,5,5,5,5,4,5,4,5,4,5,2,4,4,4,5,7,1,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,5.0,4.8,4.3,4.7,5.0,4.6,4.7,4.2,4.0,4.0,4.5
5,5,4,3,3,5,5,3,3,4,5,5,3,4,4,3,1,2,4,3,4,4,4,5,5,3,2,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,3.9,4.2,4.7,3.7,3.0,3.9,2.7,4.0,3.5,4.0,4.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,7,1,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,5,4,4,3,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,3.9,4.0,4.0,4.0,4.0,4.0,4.0,4.3,4.0,5.0,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,5,1,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5,5,5,5,4,4,5,5,4,5,5,5,5,4,5,5,5,5,4,3,4,5,5,5,6,5,1,,,Sumy_Regional_Home-BasedCare,2024-07-05 07:10:04.778000,3.9,4.8,5.0,4.7,4.5,4.8,5.0,4.7,4.5,5.0,4.5
3,3,2,2,3,4,2,2,3,3,4,3,2,4,4,5,4,2,3,2,4,4,3,4,3,4,4,,,Odesa_ Regional_Staff,2024-07-08 08:09:50.118000,2.8,3.2,2.7,2.3,2.5,2.5,4.3,3.5,3.0,3.5,4.0
2,3,2,4,5,2,3,3,3,1,5,1,4,4,1,1,1,4,4,3,3,2,2,3,3,7,7,,,Odesa_ Regional_Staff,2024-07-08 08:09:50.118000,1.5,3.0,2.3,3.0,4.5,3.1,1.0,2.7,3.0,2.0,3.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,2,3,5,7,2,1,,,Odesa_ Regional_Staff,2024-07-08 08:09:50.118000,4.8,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.5,2.5,5.0
4,4,4,3,4,5,5,4,4,4,5,3,4,4,4,4,4,3,4,3,4,2,3,4,4,4,3,,,Odesa_ Regional_Staff,2024-07-08 08:09:50.118000,3.2,4.0,4.0,4.3,3.5,4.0,4.0,3.5,4.0,2.5,4.0
3,3,3,4,4,5,4,3,3,4,4,5,5,4,3,3,3,5,3,3,4,4,4,4,5,4,4,,,Zhytomyr_Regional_Staff,2024-07-08 09:55:42.293000,3.2,4.4,3.0,3.3,4.0,3.4,3.0,4.3,5.0,4.0,4.0
3,3,3,4,3,5,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,3,4,5,5,,,Zhytomyr_Regional_Staff,2024-07-08 09:55:42.293000,2.5,3.4,3.0,3.0,3.5,3.1,3.0,3.7,4.0,4.0,3.0
4,5,3,4,4,5,1,3,1,3,5,3,5,1,3,4,4,4,1,5,2,1,1,5,4,7,6,,,Zhytomyr_Regional_Staff,2024-07-08 09:55:42.293000,1.9,3.4,4.0,1.7,4.0,3.1,3.7,3.0,4.5,1.0,3.5
3,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,1,,,Zhytomyr_Regional_Staff,2024-07-08 09:55:42.293000,4.1,4.0,3.3,3.0,4.0,3.4,4.0,4.0,4.0,4.0,4.0
4,4,5,3,4,5,3,4,3,4,5,5,4,4,4,3,3,5,3,3,4,4,3,5,4,4,2,,,Zhytomyr_Regional_Staff,2024-07-08 09:55:42.293000,3.5,4.4,4.3,3.3,3.5,3.8,3.3,4.3,5.0,3.5,4.5
5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,4,4,4,4,3,4,4,4,5,7,1,1,,,Zhytomyr_Regional_Staff,2024-07-08 09:55:42.293000,5.0,5.0,5.0,4.3,5.0,4.8,4.0,4.3,4.5,4.0,4.5
4,5,4,5,5,4,4,4,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,5,2,1,,,Sumy_Regional_Staff,2024-07-08 11:44:53.386000,4.3,4.4,4.3,4.0,5.0,4.4,4.3,4.0,4.0,4.0,4.0
5,5,4,5,5,5,4,4,4,5,5,5,4,4,5,4,4,4,4,3,5,4,4,5,5,5,2,,,Sumy_Regional_Staff,2024-07-08 11:44:53.386000,3.5,4.6,4.7,4.0,5.0,4.5,4.3,4.5,4.5,4.0,5.0
4,4,4,5,5,5,4,4,4,5,4,5,4,4,5,5,5,5,5,3,4,4,4,4,6,3,2,,,Sumy_Regional_Staff,2024-07-08 11:44:53.386000,4.1,4.4,4.0,4.0,5.0,4.2,5.0,4.3,5.0,4.0,4.0
4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,3,4,2,4,5,5,4,6,1,1,,,Sumy_Regional_Staff,2024-07-08 11:44:53.386000,4.8,4.0,4.0,4.7,4.5,4.4,4.0,4.2,3.5,5.0,4.0
4,4,4,5,5,5,5,4,4,5,5,5,5,5,4,3,4,3,4,3,5,3,4,5,6,3,2,,,Sumy_Regional_Staff,2024-07-08 11:44:53.386000,4.1,5.0,4.0,4.3,5.0,4.4,3.7,4.2,4.0,3.5,5.0
3,3,3,4,4,4,3,2,3,4,4,4,4,4,4,4,4,3,4,2,3,3,3,3,3,6,3,,,Sumy_Regional_Staff,2024-07-08 11:44:53.386000,2.5,4.0,3.0,2.7,4.0,3.1,4.0,3.2,3.5,3.0,3.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,7,2,1,,,Sumy_Regional_Staff,2024-07-08 11:44:53.386000,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3,2,4,5,4,4,4,4,3,3,4,4,5,3,4,3,4,3,3,3,4,4,4,4,4,5,2,,,Sumy_Regional_Staff,2024-07-08 11:44:53.386000,3.2,3.8,3.0,3.7,4.5,3.6,3.7,3.8,3.5,4.0,4.0
3,2,4,4,4,4,3,3,3,2,4,3,4,3,3,3,4,4,3,3,3,2,2,2,4,6,6,,,Donetsk_Regional_Staff,2024-07-08 13:57:48.027000,2.1,3.2,3.0,3.0,4.0,3.2,3.3,2.8,4.0,2.0,2.5
5,4,5,4,4,5,5,4,4,5,4,4,5,4,5,4,4,3,4,3,4,4,4,5,6,3,1,,,Donetsk_Regional_Staff,2024-07-08 13:57:48.027000,4.3,4.4,4.7,4.3,4.0,4.4,4.3,4.2,4.0,4.0,4.5
5,5,5,4,4,5,5,4,4,5,5,5,4,4,5,5,5,4,5,3,5,5,5,4,5,4,2,,,Donetsk_Regional_Staff,2024-07-08 13:57:48.027000,3.7,4.6,5.0,4.3,4.0,4.5,5.0,4.7,4.5,5.0,4.5
4,4,4,5,4,5,5,4,4,4,5,5,5,3,4,4,4,5,4,3,3,2,5,5,7,3,1,,,Donetsk_Regional_Staff,2024-07-08 13:57:48.027000,4.5,4.4,4.0,4.3,4.5,4.2,4.0,4.2,5.0,3.5,4.0
4,3,2,2,2,4,3,3,2,4,4,4,4,3,3,3,2,4,2,4,3,5,4,3,4,6,2,,,Donetsk_Regional_Staff,2024-07-08 13:57:48.027000,3.0,3.8,3.0,2.7,2.0,2.6,2.7,3.8,4.0,4.5,3.0
4,3,4,4,4,4,4,3,4,4,5,5,4,3,4,4,4,4,4,3,4,4,4,4,5,4,3,,,Donetsk_Regional_Staff,2024-07-08 13:57:48.027000,3.5,4.2,3.7,3.7,4.0,3.8,4.0,4.0,4.0,4.0,4.0
4,4,4,4,4,5,5,4,3,4,4,4,5,4,4,4,4,4,3,3,4,3,4,4,6,3,2,,,Donetsk_Regional_Staff,2024-07-08 13:57:48.027000,4.1,4.2,4.0,4.0,4.0,4.0,4.0,4.0,4.5,3.5,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,5,4,4,3,3,3,4,3,3,5,1,,,Donetsk_Regional_Staff,2024-07-08 13:57:48.027000,3.2,3.8,4.0,4.0,4.0,4.0,4.0,3.5,4.0,3.5,3.0
4,5,5,3,4,5,5,5,4,4,5,5,4,4,5,4,3,4,4,3,4,4,4,4,6,3,2,,,Donetsk_Regional_Staff,2024-07-08 13:57:48.027000,4.1,4.4,4.7,4.7,3.5,4.4,4.0,4.2,4.5,4.0,4.0
4,4,3,4,4,4,4,4,3,4,4,5,4,4,4,3,3,3,5,3,4,4,4,4,7,3,1,,,Donetsk_Regional_Staff,2024-07-08 13:57:48.027000,4.5,4.2,3.7,3.7,4.0,3.8,3.3,3.8,3.5,4.0,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3,4,3,4,4,4,4,6,3,2,,,Donetsk_Regional_Staff,2024-07-08 13:57:48.027000,4.1,4.0,4.0,4.0,4.0,4.0,5.0,3.8,3.5,4.0,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,2,2,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,,,Богодухівська РО,2024-07-09 11:10:14.001000,3.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,4,4,5,4,3,2,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,3.9,4.4,4.7,4.7,4.5,4.6,4.7,4.2,4.0,4.5,4.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,7,2,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5,4,4,4,4,5,5,4,5,4,5,4,5,4,4,5,5,4,5,2,4,4,4,5,6,2,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.5,4.4,4.3,4.7,4.0,4.4,4.7,4.3,4.5,4.0,4.5
4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,3,4,5,4,5,7,1,2,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.8,4.6,4.3,4.3,4.5,4.4,4.7,4.5,4.5,4.5,4.5
5,5,5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,6,5,6,,,Богодухівська РО,2024-07-09 11:10:14.001000,2.8,4.0,5.0,4.3,4.5,4.6,4.0,4.5,4.5,5.0,4.0
5,4,5,4,4,5,5,5,5,4,5,5,5,4,4,4,4,4,5,2,4,4,4,4,5,3,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.1,4.6,4.7,5.0,4.0,4.6,4.0,4.2,4.5,4.0,4.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,5,7,2,2,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.5,5.0,5.0,5.0,5.0,5.0,5.0,4.3,5.0,3.0,5.0
5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,5,3,4,3,4,4,4,4,6,2,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.5,3.8,5.0,4.0,5.0,4.6,4.3,4.0,4.0,4.0,4.0
4,5,4,5,4,4,5,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,7,1,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,5.0,4.6,4.3,5.0,4.5,4.6,4.3,4.3,4.5,4.5,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,7,1,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,4,3,4,4,4,4,5,1,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.5,4.6,5.0,5.0,5.0,5.0,3.7,4.2,4.5,4.0,4.0
4,4,4,5,4,5,5,4,5,5,5,4,5,5,5,4,4,5,5,3,5,5,5,5,5,3,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.1,4.8,4.0,4.7,4.5,4.4,4.3,5.0,5.0,5.0,5.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,4,5,7,2,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.8,4.0,4.0,4.0,4.0,4.0,4.0,4.3,4.0,4.0,5.0
4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,7,3,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.5,4.0,4.0,4.0,4.5,4.1,4.0,4.0,4.0,4.0,4.0
4,4,5,4,4,5,5,5,5,5,5,4,4,5,5,4,5,4,5,3,4,4,4,4,5,1,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.5,4.6,4.3,5.0,4.0,4.5,4.7,4.2,4.5,4.0,4.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,6,4,3,,,Богодухівська РО,2024-07-09 11:10:14.001000,3.7,5.0,5.0,5.0,5.0,5.0,5.0,4.3,5.0,4.0,4.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,7,3,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.5,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,3.5,5.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,7,1,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
5,5,5,5,4,4,4,3,4,5,4,3,4,5,5,4,5,4,3,3,4,5,5,4,7,3,2,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.3,4.2,5.0,3.7,4.5,4.4,4.7,4.3,4.0,5.0,4.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,7,2,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5,5,5,5,5,4,4,5,5,5,4,4,4,4,5,5,5,5,5,2,5,5,5,5,5,2,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.3,4.2,5.0,4.7,5.0,4.9,5.0,4.8,4.5,5.0,5.0
5,5,5,4,4,5,5,4,4,5,5,5,4,4,5,3,5,4,5,3,5,3,4,5,7,2,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.8,4.6,5.0,4.3,4.0,4.5,4.3,4.3,4.5,3.5,5.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,7,1,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4,5,5,4,4,5,5,5,4,5,4,5,4,5,5,5,5,4,5,4,4,4,4,5,7,2,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.8,4.6,4.7,4.7,4.0,4.5,5.0,4.3,4.5,4.0,4.5
5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,4,5,5,5,3,5,5,5,5,7,1,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,5.0,4.8,5.0,4.7,4.5,4.8,4.7,5.0,5.0,5.0,5.0
4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,6,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,3.5,4.0,4.0,4.0,4.5,4.1,4.0,3.7,4.0,3.0,4.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,3,,,Богодухівська РО,2024-07-09 11:10:14.001000,3.7,5.0,5.0,5.0,5.0,5.0,5.0,4.7,5.0,4.5,4.5
3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,6,3,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.3,4.0,3.7,4.0,4.0,3.9,4.0,4.0,4.0,4.0,4.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,7,2,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,5,4,2,,,Богодухівська РО,2024-07-09 11:10:14.001000,3.7,4.0,4.0,4.0,4.0,4.0,3.7,3.7,3.5,3.5,4.0
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,3,5,5,4,5,7,1,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,5.0,4.4,4.7,4.7,4.5,4.6,4.7,4.7,4.5,4.5,5.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,7,2,2,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,4,4,5,4,5,5,5,5,4,4,4,5,4,5,4,4,4,5,3,4,4,4,4,5,3,3,,,Богодухівська РО,2024-07-09 11:10:14.001000,3.7,4.2,4.0,5.0,4.5,4.5,4.3,4.2,4.5,4.0,4.0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,1,2,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4,4,4,5,4,5,5,4,5,5,5,5,5,4,5,4,4,4,4,4,5,5,4,4,7,2,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.8,4.8,4.0,4.7,4.5,4.4,4.3,4.5,4.5,4.5,4.5
4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,2,3,4,4,4,5,2,1,,,Богодухівська РО,2024-07-09 11:10:14.001000,4.3,4.0,3.7,3.7,4.0,3.8,4.0,3.8,4.0,4.0,3.5
4,4,5,5,5,3,4,4,4,4,4,4,5,4,4,4,5,5,5,2,4,4,4,4,4,2,2,,,Зміївська,2024-07-09 11:10:26.391000,3.9,4.2,4.3,4.0,5.0,4.4,4.3,4.0,4.0,4.0,4.0
3,4,5,5,4,5,4,4,3,4,4,4,5,5,4,4,5,4,4,3,3,4,4,4,5,2,3,,,Зміївська,2024-07-09 11:10:26.391000,3.9,4.4,4.0,3.7,4.5,4.0,4.3,4.0,4.5,4.0,3.5
4,4,4,5,5,3,3,4,5,4,4,4,5,3,4,4,4,4,4,2,4,4,4,4,5,2,3,,,Зміївська,2024-07-09 11:10:26.391000,3.9,4.0,4.0,4.0,5.0,4.2,4.0,3.8,3.5,4.0,4.0
4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,3,4,4,4,5,6,1,1,,,Зміївська,2024-07-09 11:10:26.391000,4.8,4.2,4.0,4.0,4.0,4.0,4.3,4.2,4.0,4.0,4.5
4,4,4,3,5,2,3,4,4,4,4,5,3,4,1,4,3,2,4,2,5,3,3,5,4,4,1,,,Зміївська,2024-07-09 11:10:26.391000,3.7,4.0,4.0,3.7,4.0,3.9,2.7,3.3,2.0,3.0,5.0
4,3,5,4,4,5,5,3,4,5,5,4,4,5,4,4,4,5,5,3,5,2,5,5,6,3,2,,,Зміївська,2024-07-09 11:10:26.391000,4.1,4.6,4.0,4.0,4.0,4.0,4.0,4.5,5.0,3.5,5.0
3,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,4,4,2,4,4,4,4,5,2,2,,,Зміївська,2024-07-09 11:10:26.391000,4.1,3.6,3.7,3.7,3.5,3.6,3.0,4.0,4.0,4.0,4.0
5,5,4,5,5,5,3,4,4,4,4,5,5,4,4,4,3,5,4,2,5,3,3,4,7,4,2,,,Зміївська,2024-07-09 11:10:26.391000,4.1,4.4,4.7,3.7,5.0,4.4,3.7,4.2,5.0,3.0,4.5
4,4,4,3,3,5,5,5,4,5,5,5,5,4,4,3,4,5,4,3,4,4,4,3,5,3,2,,,Зміївська,2024-07-09 11:10:26.391000,3.9,4.8,4.0,4.7,3.0,4.0,3.7,4.2,5.0,4.0,3.5
4,4,4,3,3,4,4,3,3,4,4,4,3,3,4,3,3,4,4,3,4,3,3,4,5,3,2,,,Зміївська,2024-07-09 11:10:26.391000,3.9,3.6,4.0,3.3,3.0,3.5,3.3,3.7,4.0,3.0,4.0
4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,2,4,3,4,4,5,2,1,,,Зміївська,2024-07-09 11:10:26.391000,4.3,4.0,4.3,4.0,4.0,4.1,4.3,3.8,4.0,3.5,4.0
5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,,,Зміївська,2024-07-09 11:10:26.391000,3.7,4.0,4.7,4.3,4.0,4.4,4.0,4.0,4.0,4.0,4.0
4,3,4,3,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,3,3,3,3,4,5,2,1,,,Зміївська,2024-07-09 11:10:26.391000,4.3,3.8,3.7,4.0,3.5,3.8,4.3,3.5,4.0,3.0,3.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,5,3,5,4,4,5,7,2,1,,,Зміївська,2024-07-09 11:10:26.391000,4.8,5.0,5.0,5.0,5.0,5.0,4.0,4.3,4.0,4.0,5.0
4,4,4,3,4,4,5,4,5,4,4,4,3,4,5,5,4,4,4,3,5,4,4,4,5,3,1,,,Зміївська,2024-07-09 11:10:26.391000,4.1,3.8,4.0,4.7,3.5,4.1,4.7,4.2,4.0,4.0,4.5
4,4,4,5,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,6,3,2,,,Зміївська,2024-07-09 11:10:26.391000,4.1,3.8,4.0,4.0,4.5,4.1,4.0,3.8,4.5,3.0,4.0
